ID_Producto,Nombre,Categoría,Subcategoría,Marca,Precio_MXN,Stock,Calificación
PROD-00933,Camisas BrandB Modelo 58,Ropa y Calzado,Camisas,BrandB,1375.1,183,4.8
PROD-00934,Teléfonos Essentials Modelo 49,Electrónica,Teléfonos,Essentials,1063.62,46,4.5
PROD-00935,Chaqueta BrandE Modelo 51,Ropa y Calzado,Chaqueta,BrandE,822.65,294,3.4
PROD-00936,Bloques PremiumCorp Modelo 79,Juguetes,Bloques,PremiumCorp,357.64,85,3.2
PROD-00937,Biografías BrandC Modelo 65,Libros,Biografías,BrandC,33.55,2,4.8
PROD-00938,Ciclismo BrandF Modelo 82,Deportes,Ciclismo,BrandF,1278.05,257,3.4
PROD-00939,Perfumes BrandE Modelo 22,Belleza y Cuidado Personal,Perfumes,BrandE,476.02,155,4.9
PROD-00940,Electrodomésticos BrandA Modelo 23,Hogar y Cocina,Electrodomésticos,BrandA,313.06,59,3.5
PROD-00941,Ficción BrandC Modelo 59,Libros,Ficción,BrandC,683.75,97,4.5
PROD-00942,Decoración BrandF Modelo 48,Hogar y Cocina,Decoración,BrandF,713.43,171,3.6
PROD-00943,Limpieza BrandF Modelo 82,Automotriz,Limpieza,BrandF,301.84,326,3.7
PROD-00944,Biografías BrandE Modelo 25,Libros,Biografías,BrandE,762.81,206,3.2
PROD-00945,Accesorios Auto BrandE Modelo 97,Automotriz,Accesorios Auto,BrandE,1378.71,54,4.9
PROD-00946,Accesorios Auto BrandF Modelo 37,Automotriz,Accesorios Auto,BrandF,1014.97,185,3.4
PROD-00947,Utensilios BrandD Modelo 95,Hogar y Cocina,Utensilios,BrandD,1348.69,150,3.4
PROD-00948,Perfumes BrandE Modelo 69,Belleza y Cuidado Personal,Perfumes,BrandE,866.91,299,4.8
PROD-00949,Juegos de Mesa Essentials Modelo 14,Juguetes,Juegos de Mesa,Essentials,1157.28,219,4.9
PROD-00950,Radiocontrol BrandE Modelo 99,Juguetes,Radiocontrol,BrandE,777.69,143,3.6
PROD-00951,Muebles BrandF Modelo 91,Hogar y Cocina,Muebles,BrandF,132.02,322,3.9
PROD-00952,Ciencia BrandE Modelo 18,Libros,Ciencia,BrandE,765.82,341,3.7
PROD-00953,No Ficción BrandA Modelo 73,Libros,No Ficción,BrandA,312.39,235,3.9
PROD-00954,Accesorios Auto BrandD Modelo 78,Automotriz,Accesorios Auto,BrandD,1210.31,103,3.1
PROD-00955,Camisas Essentials Modelo 67,Ropa y Calzado,Camisas,Essentials,247.01,256,4.8
PROD-00956,Decoración BrandC Modelo 94,Hogar y Cocina,Decoración,BrandC,1282.77,81,4.4
PROD-00957,Chaqueta BrandB Modelo 58,Ropa y Calzado,Chaqueta,BrandB,1303.86,8,3.4
PROD-00958,Teléfonos EcoLine Modelo 56,Electrónica,Teléfonos,EcoLine,317.03,4,4.4
PROD-00959,No Ficción BrandB Modelo 50,Libros,No Ficción,BrandB,329.05,14,4.8
PROD-00960,Teléfonos BrandF Modelo 95,Electrónica,Teléfonos,BrandF,262.9,94,4.5
PROD-00961,Decoración PremiumCorp Modelo 55,Hogar y Cocina,Decoración,PremiumCorp,1190.29,183,3.1
PROD-00962,Gimnasio PremiumCorp Modelo 78,Deportes,Gimnasio,PremiumCorp,1089.68,42,3.0
PROD-00963,Radiocontrol BrandD Modelo 45,Juguetes,Radiocontrol,BrandD,333.16,251,3.3
PROD-00964,Laptops Essentials Modelo 62,Electrónica,Laptops,Essentials,1382.51,318,3.1
PROD-00965,Ciencia EcoLine Modelo 35,Libros,Ciencia,EcoLine,727.35,59,4.6
PROD-00966,Camping BrandA Modelo 78,Deportes,Camping,BrandA,272.34,94,3.9
PROD-00967,Cabello Essentials Modelo 40,Belleza y Cuidado Personal,Cabello,Essentials,94.12,121,4.3
PROD-00968,Teléfonos BrandE Modelo 72,Electrónica,Teléfonos,BrandE,1452.99,257,3.4
PROD-00969,Teléfonos PremiumCorp Modelo 18,Electrónica,Teléfonos,PremiumCorp,249.28,29,3.6
PROD-00970,Ficción Essentials Modelo 78,Libros,Ficción,Essentials,955.3,264,3.9
PROD-00971,Ciencia BrandC Modelo 84,Libros,Ciencia,BrandC,692.47,74,4.8
PROD-00972,No Ficción BrandD Modelo 99,Libros,No Ficción,BrandD,302.65,34,3.8
PROD-00973,Electrodomésticos BrandD Modelo 67,Hogar y Cocina,Electrodomésticos,BrandD,978.34,231,4.9
PROD-00974,Pantalones BrandC Modelo 41,Ropa y Calzado,Pantalones,BrandC,309.6,112,4.7
PROD-00975,Zapatos PremiumCorp Modelo 31,Ropa y Calzado,Zapatos,PremiumCorp,405.97,185,4.2
PROD-00976,Utensilios BrandF Modelo 77,Hogar y Cocina,Utensilios,BrandF,909.47,227,3.4
PROD-00977,Ciencia EcoLine Modelo 35,Libros,Ciencia,EcoLine,147.97,153,4.3
PROD-00978,Electrodomésticos Essentials Modelo 61,Hogar y Cocina,Electrodomésticos,Essentials,436.09,245,3.6
PROD-00979,Running BrandF Modelo 69,Deportes,Running,BrandF,59.05,231,3.8
PROD-00980,Skincare BrandC Modelo 99,Belleza y Cuidado Personal,Skincare,BrandC,818.18,300,3.8
PROD-00981,Accesorios Auto BrandD Modelo 43,Automotriz,Accesorios Auto,BrandD,328.05,26,5.0
PROD-00982,Biografías BrandF Modelo 32,Libros,Biografías,BrandF,1381.81,50,4.9
PROD-00983,Cabello BrandF Modelo 41,Belleza y Cuidado Personal,Cabello,BrandF,688.72,104,3.7
PROD-00984,Running PremiumCorp Modelo 83,Deportes,Running,PremiumCorp,213.96,182,3.7
PROD-00985,Laptops EcoLine Modelo 83,Electrónica,Laptops,EcoLine,1241.04,29,4.4
PROD-00986,Decoración EcoLine Modelo 40,Hogar y Cocina,Decoración,EcoLine,1182.08,122,3.2
PROD-00987,Running BrandC Modelo 55,Deportes,Running,BrandC,1228.8,314,4.9
PROD-00988,Audio PremiumCorp Modelo 53,Electrónica,Audio,PremiumCorp,693.33,256,4.1
PROD-00989,Herramientas BrandB Modelo 55,Automotriz,Herramientas,BrandB,218.05,152,3.3
PROD-00990,Accesorios Auto BrandF Modelo 32,Automotriz,Accesorios Auto,BrandF,26.54,116,4.2
PROD-00991,Camisas BrandC Modelo 62,Ropa y Calzado,Camisas,BrandC,1080.86,198,3.0
PROD-00992,Audio BrandD Modelo 59,Electrónica,Audio,BrandD,10.9,33,4.5
PROD-00993,Running BrandC Modelo 73,Deportes,Running,BrandC,757.03,174,3.9
PROD-00994,Accesorios BrandE Modelo 87,Electrónica,Accesorios,BrandE,912.29,147,4.1
PROD-00995,Perfumes PremiumCorp Modelo 46,Belleza y Cuidado Personal,Perfumes,PremiumCorp,69.19,58,4.4
PROD-00996,Zapatos BrandA Modelo 48,Ropa y Calzado,Zapatos,BrandA,670.29,254,4.1
PROD-00997,Utensilios BrandA Modelo 96,Hogar y Cocina,Utensilios,BrandA,859.17,111,3.1
PROD-00998,Zapatos Essentials Modelo 84,Ropa y Calzado,Zapatos,Essentials,1308.77,345,3.2
PROD-00999,Camisas BrandA Modelo 47,Ropa y Calzado,Camisas,BrandA,617.49,247,3.6
PROD-01000,Electrodomésticos BrandB Modelo 10,Hogar y Cocina,Electrodomésticos,BrandB,354.17,115,4.6
PROD-01001,Utensilios BrandD Modelo 95,Hogar y Cocina,Utensilios,BrandD,19.14,314,4.8
PROD-01002,Skincare EcoLine Modelo 79,Belleza y Cuidado Personal,Skincare,EcoLine,1232.49,237,4.1
PROD-01003,Zapatos BrandE Modelo 59,Ropa y Calzado,Zapatos,BrandE,480.11,160,3.1
PROD-01004,Herramientas BrandF Modelo 89,Automotriz,Herramientas,BrandF,570.47,243,3.7
PROD-01005,Accesorios EcoLine Modelo 40,Electrónica,Accesorios,EcoLine,1409.41,85,3.7
PROD-01006,Camping Essentials Modelo 64,Deportes,Camping,Essentials,50.44,198,4.1
PROD-01007,Running BrandA Modelo 63,Deportes,Running,BrandA,385.2,247,4.3
PROD-01008,Perfumes BrandA Modelo 61,Belleza y Cuidado Personal,Perfumes,BrandA,136.37,173,3.8
PROD-01009,Accesorios Auto Essentials Modelo 20,Automotriz,Accesorios Auto,Essentials,1291.22,238,3.1
PROD-01010,Running PremiumCorp Modelo 90,Deportes,Running,PremiumCorp,1410.0,112,4.9
PROD-01011,Juegos de Mesa PremiumCorp Modelo 10,Juguetes,Juegos de Mesa,PremiumCorp,1071.47,220,3.0
PROD-01012,Audio BrandD Modelo 43,Electrónica,Audio,BrandD,962.34,27,4.0
PROD-01013,Herramientas BrandB Modelo 99,Automotriz,Herramientas,BrandB,1488.47,228,3.9
PROD-01014,Skincare BrandA Modelo 31,Belleza y Cuidado Personal,Skincare,BrandA,1143.29,298,4.6
PROD-01015,Juegos de Mesa EcoLine Modelo 29,Juguetes,Juegos de Mesa,EcoLine,1139.2,345,3.2
PROD-01016,Decoración BrandC Modelo 61,Hogar y Cocina,Decoración,BrandC,1023.33,67,3.2
PROD-01017,Juegos de Mesa EcoLine Modelo 62,Juguetes,Juegos de Mesa,EcoLine,470.79,239,3.5
PROD-01018,Ciclismo BrandE Modelo 40,Deportes,Ciclismo,BrandE,228.13,144,3.1
PROD-01019,Camisas BrandF Modelo 13,Ropa y Calzado,Camisas,BrandF,1138.9,275,4.0
PROD-01020,Laptops BrandB Modelo 22,Electrónica,Laptops,BrandB,1489.29,74,5.0
PROD-01021,Running BrandC Modelo 27,Deportes,Running,BrandC,713.01,107,3.3
PROD-01022,Maquillaje EcoLine Modelo 86,Belleza y Cuidado Personal,Maquillaje,EcoLine,831.45,328,4.2
PROD-01023,Audio BrandF Modelo 16,Electrónica,Audio,BrandF,126.93,136,3.4
PROD-01024,Decoración BrandA Modelo 93,Hogar y Cocina,Decoración,BrandA,1383.4,77,4.0
PROD-01025,Camisas BrandD Modelo 52,Ropa y Calzado,Camisas,BrandD,926.26,170,3.9
PROD-01026,Running EcoLine Modelo 11,Deportes,Running,EcoLine,294.52,8,4.1
PROD-01027,Perfumes PremiumCorp Modelo 20,Belleza y Cuidado Personal,Perfumes,PremiumCorp,634.1,74,3.0
PROD-01028,Muebles BrandB Modelo 37,Hogar y Cocina,Muebles,BrandB,622.36,157,4.6
PROD-01029,Perfumes BrandB Modelo 82,Belleza y Cuidado Personal,Perfumes,BrandB,666.26,6,3.9
PROD-01030,Chaqueta BrandE Modelo 53,Ropa y Calzado,Chaqueta,BrandE,1051.9,342,4.3
PROD-01031,Radiocontrol BrandF Modelo 96,Juguetes,Radiocontrol,BrandF,1374.81,175,3.6
PROD-01032,Maquillaje BrandB Modelo 62,Belleza y Cuidado Personal,Maquillaje,BrandB,741.09,201,3.3
PROD-01033,Muebles BrandD Modelo 49,Hogar y Cocina,Muebles,BrandD,167.31,224,4.3
PROD-01034,Decoración BrandB Modelo 96,Hogar y Cocina,Decoración,BrandB,197.69,196,3.1
PROD-01035,Electrodomésticos BrandD Modelo 85,Hogar y Cocina,Electrodomésticos,BrandD,317.75,325,3.2
PROD-01036,Running BrandD Modelo 92,Deportes,Running,BrandD,366.99,268,4.2
PROD-01037,Teléfonos BrandD Modelo 93,Electrónica,Teléfonos,BrandD,692.27,100,4.7
PROD-01038,Audio Essentials Modelo 89,Electrónica,Audio,Essentials,541.57,203,3.7
PROD-01039,Skincare BrandC Modelo 69,Belleza y Cuidado Personal,Skincare,BrandC,227.04,199,4.7
PROD-01040,Ficción BrandC Modelo 17,Libros,Ficción,BrandC,1028.51,206,3.2
PROD-01041,Running BrandD Modelo 23,Deportes,Running,BrandD,1390.85,342,3.8
PROD-01042,Muebles BrandF Modelo 86,Hogar y Cocina,Muebles,BrandF,1482.89,31,3.7
PROD-01043,Herramientas BrandF Modelo 69,Automotriz,Herramientas,BrandF,270.39,120,3.4
PROD-01044,Running PremiumCorp Modelo 87,Deportes,Running,PremiumCorp,436.41,315,4.5
PROD-01045,Perfumes BrandA Modelo 60,Belleza y Cuidado Personal,Perfumes,BrandA,1286.22,122,3.3
PROD-01046,Camisas BrandE Modelo 89,Ropa y Calzado,Camisas,BrandE,1258.54,166,4.5
PROD-01047,Camisas BrandE Modelo 16,Ropa y Calzado,Camisas,BrandE,332.91,125,4.9
PROD-01048,Herramientas BrandA Modelo 68,Automotriz,Herramientas,BrandA,462.3,334,4.8
PROD-01049,Biografías BrandF Modelo 14,Libros,Biografías,BrandF,1069.65,161,4.3
PROD-01050,Teléfonos BrandF Modelo 42,Electrónica,Teléfonos,BrandF,613.92,54,3.9
PROD-01051,Electrodomésticos BrandA Modelo 16,Hogar y Cocina,Electrodomésticos,BrandA,1088.36,121,4.0
PROD-01052,Skincare BrandC Modelo 13,Belleza y Cuidado Personal,Skincare,BrandC,793.11,121,4.7
PROD-01053,Biografías BrandA Modelo 11,Libros,Biografías,BrandA,979.24,119,4.2
PROD-01054,Bloques BrandB Modelo 60,Juguetes,Bloques,BrandB,354.28,49,3.8
PROD-01055,Biografías BrandF Modelo 25,Libros,Biografías,BrandF,1086.82,162,3.4
PROD-01056,Herramientas BrandC Modelo 46,Automotriz,Herramientas,BrandC,1264.6,96,4.3
PROD-01057,Utensilios BrandC Modelo 86,Hogar y Cocina,Utensilios,BrandC,9.78,56,3.8
PROD-01058,Maquillaje BrandC Modelo 83,Belleza y Cuidado Personal,Maquillaje,BrandC,692.35,161,3.8
PROD-01059,Zapatos BrandA Modelo 50,Ropa y Calzado,Zapatos,BrandA,865.89,66,3.2
PROD-01060,Electrodomésticos BrandC Modelo 71,Hogar y Cocina,Electrodomésticos,BrandC,685.14,59,4.6
PROD-01061,Bloques BrandA Modelo 65,Juguetes,Bloques,BrandA,1447.85,206,3.2
PROD-01062,Biografías PremiumCorp Modelo 74,Libros,Biografías,PremiumCorp,146.82,222,4.4
PROD-01063,Cabello PremiumCorp Modelo 23,Belleza y Cuidado Personal,Cabello,PremiumCorp,1031.23,250,4.4
PROD-01064,Radiocontrol BrandB Modelo 21,Juguetes,Radiocontrol,BrandB,895.0,108,3.0
PROD-01065,Bloques BrandE Modelo 12,Juguetes,Bloques,BrandE,72.84,108,3.5
PROD-01066,Cabello BrandD Modelo 67,Belleza y Cuidado Personal,Cabello,BrandD,441.9,155,3.0
PROD-01067,No Ficción BrandC Modelo 16,Libros,No Ficción,BrandC,808.11,107,3.7
PROD-01068,Gimnasio BrandB Modelo 28,Deportes,Gimnasio,BrandB,849.26,14,3.3
PROD-01069,Utensilios EcoLine Modelo 35,Hogar y Cocina,Utensilios,EcoLine,120.35,340,3.9
PROD-01070,Herramientas PremiumCorp Modelo 89,Automotriz,Herramientas,PremiumCorp,397.68,3,3.6
PROD-01071,Decoración Essentials Modelo 76,Hogar y Cocina,Decoración,Essentials,1249.67,34,4.4
PROD-01072,Ciclismo EcoLine Modelo 61,Deportes,Ciclismo,EcoLine,662.1,208,3.9
PROD-01073,Decoración EcoLine Modelo 82,Hogar y Cocina,Decoración,EcoLine,1037.06,216,3.9
PROD-01074,Ciclismo BrandA Modelo 79,Deportes,Ciclismo,BrandA,1133.29,221,5.0
PROD-01075,No Ficción BrandA Modelo 10,Libros,No Ficción,BrandA,1371.99,290,3.2
PROD-01076,Camping BrandB Modelo 52,Deportes,Camping,BrandB,900.93,29,4.6
PROD-01077,Camping BrandF Modelo 65,Deportes,Camping,BrandF,224.86,259,3.3
PROD-01078,Maquillaje BrandF Modelo 94,Belleza y Cuidado Personal,Maquillaje,BrandF,871.6,283,4.5
PROD-01079,Accesorios Auto BrandD Modelo 61,Automotriz,Accesorios Auto,BrandD,257.51,295,3.3
PROD-01080,Limpieza BrandC Modelo 84,Automotriz,Limpieza,BrandC,638.14,317,4.3
PROD-01081,Camisas BrandF Modelo 14,Ropa y Calzado,Camisas,BrandF,1341.24,325,3.1
PROD-01082,Running BrandA Modelo 15,Deportes,Running,BrandA,107.28,115,3.1
PROD-01083,Utensilios BrandB Modelo 40,Hogar y Cocina,Utensilios,BrandB,192.67,307,4.9
PROD-01084,Ciclismo BrandC Modelo 61,Deportes,Ciclismo,BrandC,399.29,243,3.4
PROD-01085,Limpieza Essentials Modelo 93,Automotriz,Limpieza,Essentials,412.37,109,4.8
PROD-01086,Camping Essentials Modelo 17,Deportes,Camping,Essentials,1191.04,247,4.2
PROD-01087,Accesorios BrandC Modelo 40,Electrónica,Accesorios,BrandC,551.13,87,4.2
PROD-01088,Gimnasio Essentials Modelo 64,Deportes,Gimnasio,Essentials,210.29,105,3.7
PROD-01089,Cabello Essentials Modelo 31,Belleza y Cuidado Personal,Cabello,Essentials,698.9,304,4.3
PROD-01090,Limpieza BrandA Modelo 51,Automotriz,Limpieza,BrandA,1291.02,304,4.8
PROD-01091,Zapatos BrandA Modelo 48,Ropa y Calzado,Zapatos,BrandA,849.89,7,4.9
PROD-01092,Herramientas BrandB Modelo 19,Automotriz,Herramientas,BrandB,823.35,97,4.9
PROD-01093,Perfumes BrandC Modelo 51,Belleza y Cuidado Personal,Perfumes,BrandC,496.74,113,4.4
PROD-01094,Audio BrandC Modelo 15,Electrónica,Audio,BrandC,1035.09,67,3.3
PROD-01095,Radiocontrol BrandD Modelo 69,Juguetes,Radiocontrol,BrandD,846.32,80,4.1
PROD-01096,Accesorios BrandA Modelo 27,Electrónica,Accesorios,BrandA,123.89,108,4.4
PROD-01097,Limpieza BrandC Modelo 77,Automotriz,Limpieza,BrandC,1228.35,186,3.5
PROD-01098,No Ficción PremiumCorp Modelo 97,Libros,No Ficción,PremiumCorp,1357.72,262,4.0
PROD-01099,Juegos de Mesa BrandA Modelo 12,Juguetes,Juegos de Mesa,BrandA,470.58,132,3.4
PROD-01100,Ciclismo BrandE Modelo 23,Deportes,Ciclismo,BrandE,519.21,260,4.5
PROD-01101,Herramientas BrandF Modelo 85,Automotriz,Herramientas,BrandF,120.51,165,3.2
PROD-01102,Running Essentials Modelo 71,Deportes,Running,Essentials,571.78,68,3.5
PROD-01103,Skincare BrandE Modelo 98,Belleza y Cuidado Personal,Skincare,BrandE,947.73,341,4.5
PROD-01104,Perfumes BrandF Modelo 95,Belleza y Cuidado Personal,Perfumes,BrandF,863.96,182,3.9
PROD-01105,Herramientas BrandC Modelo 87,Automotriz,Herramientas,BrandC,948.47,104,3.2
PROD-01106,Biografías PremiumCorp Modelo 64,Libros,Biografías,PremiumCorp,1226.0,193,4.0
PROD-01107,Gimnasio BrandB Modelo 45,Deportes,Gimnasio,BrandB,381.44,286,4.8
PROD-01108,Teléfonos BrandD Modelo 97,Electrónica,Teléfonos,BrandD,1132.28,163,4.3
PROD-01109,Accesorios Auto BrandC Modelo 53,Automotriz,Accesorios Auto,BrandC,118.87,303,3.7
PROD-01110,Running BrandE Modelo 18,Deportes,Running,BrandE,1417.89,83,3.9
PROD-01111,Bloques Essentials Modelo 27,Juguetes,Bloques,Essentials,1492.07,158,3.5
PROD-01112,Zapatos EcoLine Modelo 63,Ropa y Calzado,Zapatos,EcoLine,866.69,83,4.5
PROD-01113,Perfumes BrandE Modelo 56,Belleza y Cuidado Personal,Perfumes,BrandE,1424.67,336,4.9
PROD-01114,Cabello BrandA Modelo 74,Belleza y Cuidado Personal,Cabello,BrandA,440.28,216,4.5
PROD-01115,Bloques BrandE Modelo 13,Juguetes,Bloques,BrandE,723.92,201,3.3
PROD-01116,Radiocontrol Essentials Modelo 91,Juguetes,Radiocontrol,Essentials,215.78,101,3.2
PROD-01117,Accesorios Auto BrandA Modelo 26,Automotriz,Accesorios Auto,BrandA,390.17,242,3.1
PROD-01118,Juegos de Mesa BrandE Modelo 78,Juguetes,Juegos de Mesa,BrandE,823.68,200,3.7
PROD-01119,Accesorios BrandC Modelo 74,Electrónica,Accesorios,BrandC,1222.2,165,3.9
PROD-01120,Zapatos Essentials Modelo 25,Ropa y Calzado,Zapatos,Essentials,1147.64,290,3.3
PROD-01121,Utensilios BrandF Modelo 68,Hogar y Cocina,Utensilios,BrandF,1390.23,159,3.3
PROD-01122,Zapatos EcoLine Modelo 98,Ropa y Calzado,Zapatos,EcoLine,242.67,350,4.3
PROD-01123,Muñecas BrandE Modelo 20,Juguetes,Muñecas,BrandE,627.78,299,3.0
PROD-01124,Muñecas BrandB Modelo 82,Juguetes,Muñecas,BrandB,1223.83,249,4.1
PROD-01125,Biografías BrandB Modelo 92,Libros,Biografías,BrandB,1251.15,147,4.2
PROD-01126,Juegos de Mesa PremiumCorp Modelo 75,Juguetes,Juegos de Mesa,PremiumCorp,931.56,69,4.4
PROD-01127,Muñecas Essentials Modelo 35,Juguetes,Muñecas,Essentials,1266.24,208,3.9
PROD-01128,Ciclismo PremiumCorp Modelo 24,Deportes,Ciclismo,PremiumCorp,265.97,329,3.5
PROD-01129,Pantalones BrandE Modelo 68,Ropa y Calzado,Pantalones,BrandE,31.53,135,4.6
PROD-01130,Ciclismo BrandF Modelo 97,Deportes,Ciclismo,BrandF,683.25,48,3.5
PROD-01131,Accesorios Auto BrandB Modelo 42,Automotriz,Accesorios Auto,BrandB,1371.27,74,3.2
PROD-01132,Bloques PremiumCorp Modelo 27,Juguetes,Bloques,PremiumCorp,1222.22,275,4.6
PROD-01133,Muebles PremiumCorp Modelo 72,Hogar y Cocina,Muebles,PremiumCorp,531.86,222,3.2
PROD-01134,Ciencia BrandE Modelo 62,Libros,Ciencia,BrandE,776.01,320,3.3
PROD-01135,Chaqueta BrandA Modelo 37,Ropa y Calzado,Chaqueta,BrandA,674.3,330,3.3
PROD-01136,Cabello EcoLine Modelo 66,Belleza y Cuidado Personal,Cabello,EcoLine,1017.63,30,3.2
PROD-01137,Muñecas BrandF Modelo 47,Juguetes,Muñecas,BrandF,758.87,307,4.9
PROD-01138,Utensilios BrandB Modelo 59,Hogar y Cocina,Utensilios,BrandB,997.58,184,4.2
PROD-01139,Perfumes BrandD Modelo 32,Belleza y Cuidado Personal,Perfumes,BrandD,782.5,4,5.0
PROD-01140,Radiocontrol BrandC Modelo 60,Juguetes,Radiocontrol,BrandC,434.83,102,3.9
PROD-01141,Gimnasio Essentials Modelo 54,Deportes,Gimnasio,Essentials,272.49,209,4.4
PROD-01142,Laptops EcoLine Modelo 23,Electrónica,Laptops,EcoLine,980.9,147,4.9
PROD-01143,Perfumes EcoLine Modelo 20,Belleza y Cuidado Personal,Perfumes,EcoLine,154.91,236,3.9
PROD-01144,Teléfonos BrandF Modelo 10,Electrónica,Teléfonos,BrandF,1434.35,224,4.1
PROD-01145,Limpieza PremiumCorp Modelo 90,Automotriz,Limpieza,PremiumCorp,685.33,281,3.5
PROD-01146,Ciencia BrandE Modelo 21,Libros,Ciencia,BrandE,266.04,77,4.9
PROD-01147,Utensilios EcoLine Modelo 45,Hogar y Cocina,Utensilios,EcoLine,1218.32,51,4.6
PROD-01148,Audio BrandB Modelo 77,Electrónica,Audio,BrandB,1053.32,98,4.4
PROD-01149,Ciclismo BrandE Modelo 44,Deportes,Ciclismo,BrandE,335.13,295,4.4
PROD-01150,Biografías EcoLine Modelo 99,Libros,Biografías,EcoLine,1355.66,147,3.9
PROD-01151,Herramientas PremiumCorp Modelo 32,Automotriz,Herramientas,PremiumCorp,185.86,292,3.0
PROD-01152,Biografías Essentials Modelo 54,Libros,Biografías,Essentials,727.92,136,4.6
PROD-01153,Camisas PremiumCorp Modelo 34,Ropa y Calzado,Camisas,PremiumCorp,1058.15,109,3.6
PROD-01154,Muñecas BrandC Modelo 84,Juguetes,Muñecas,BrandC,28.21,349,4.3
PROD-01155,Ciencia BrandE Modelo 88,Libros,Ciencia,BrandE,1468.05,214,3.1
PROD-01156,Running BrandC Modelo 32,Deportes,Running,BrandC,765.57,290,3.8
PROD-01157,Utensilios BrandC Modelo 54,Hogar y Cocina,Utensilios,BrandC,837.73,11,4.5
PROD-01158,Camping EcoLine Modelo 17,Deportes,Camping,EcoLine,887.66,305,4.3
PROD-01159,Running Essentials Modelo 56,Deportes,Running,Essentials,276.97,155,3.7
PROD-01160,Utensilios BrandF Modelo 59,Hogar y Cocina,Utensilios,BrandF,272.69,11,3.4
PROD-01161,Gimnasio BrandD Modelo 20,Deportes,Gimnasio,BrandD,424.02,150,3.0
PROD-01162,Muebles EcoLine Modelo 56,Hogar y Cocina,Muebles,EcoLine,1384.11,249,4.4
PROD-01163,Zapatos BrandC Modelo 96,Ropa y Calzado,Zapatos,BrandC,898.38,199,3.4
PROD-01164,Radiocontrol BrandB Modelo 16,Juguetes,Radiocontrol,BrandB,284.55,65,3.0
PROD-01165,Skincare Essentials Modelo 97,Belleza y Cuidado Personal,Skincare,Essentials,990.28,173,4.1
PROD-01166,Running BrandF Modelo 44,Deportes,Running,BrandF,544.02,96,3.6
PROD-01167,Teléfonos BrandB Modelo 72,Electrónica,Teléfonos,BrandB,151.49,302,4.1
PROD-01168,Herramientas BrandE Modelo 28,Automotriz,Herramientas,BrandE,561.56,276,4.3
PROD-01169,Accesorios Auto BrandC Modelo 36,Automotriz,Accesorios Auto,BrandC,444.49,284,5.0
PROD-01170,Electrodomésticos BrandA Modelo 73,Hogar y Cocina,Electrodomésticos,BrandA,460.09,335,3.4
PROD-01171,Teléfonos Essentials Modelo 69,Electrónica,Teléfonos,Essentials,1412.05,272,4.6
PROD-01172,Ficción BrandB Modelo 99,Libros,Ficción,BrandB,1477.02,209,3.6
PROD-01173,Zapatos BrandF Modelo 34,Ropa y Calzado,Zapatos,BrandF,115.96,1,3.9
PROD-01174,Maquillaje BrandF Modelo 20,Belleza y Cuidado Personal,Maquillaje,BrandF,662.76,300,4.1
PROD-01175,Muñecas PremiumCorp Modelo 40,Juguetes,Muñecas,PremiumCorp,94.55,65,4.0
PROD-01176,Ciclismo BrandF Modelo 79,Deportes,Ciclismo,BrandF,502.38,47,4.6
PROD-01177,Accesorios Auto BrandD Modelo 11,Automotriz,Accesorios Auto,BrandD,1053.03,332,4.8
PROD-01178,Audio BrandF Modelo 31,Electrónica,Audio,BrandF,958.35,17,4.7
PROD-01179,Ciencia PremiumCorp Modelo 82,Libros,Ciencia,PremiumCorp,384.95,322,3.3
PROD-01180,Accesorios EcoLine Modelo 55,Electrónica,Accesorios,EcoLine,559.94,142,4.3
PROD-01181,Ciencia Essentials Modelo 11,Libros,Ciencia,Essentials,20.49,238,4.7
PROD-01182,Electrodomésticos EcoLine Modelo 40,Hogar y Cocina,Electrodomésticos,EcoLine,283.57,30,3.4
PROD-01183,Camisas PremiumCorp Modelo 42,Ropa y Calzado,Camisas,PremiumCorp,720.89,146,4.2
PROD-01184,Teléfonos PremiumCorp Modelo 82,Electrónica,Teléfonos,PremiumCorp,641.71,230,4.5
PROD-01185,Teléfonos BrandE Modelo 53,Electrónica,Teléfonos,BrandE,471.04,28,4.1
PROD-01186,Ciclismo EcoLine Modelo 84,Deportes,Ciclismo,EcoLine,394.57,315,4.4
PROD-01187,Accesorios Auto BrandB Modelo 88,Automotriz,Accesorios Auto,BrandB,58.6,76,3.4
PROD-01188,Cabello BrandA Modelo 10,Belleza y Cuidado Personal,Cabello,BrandA,477.01,16,3.5
PROD-01189,Limpieza BrandA Modelo 43,Automotriz,Limpieza,BrandA,422.21,264,3.1
PROD-01190,Laptops BrandB Modelo 68,Electrónica,Laptops,BrandB,1383.57,254,4.0
PROD-01191,Electrodomésticos BrandE Modelo 71,Hogar y Cocina,Electrodomésticos,BrandE,1499.47,64,4.3
PROD-01192,Pantalones Essentials Modelo 29,Ropa y Calzado,Pantalones,Essentials,1114.62,42,3.1
PROD-01193,Zapatos BrandB Modelo 24,Ropa y Calzado,Zapatos,BrandB,69.46,260,3.0
PROD-01194,Zapatos BrandF Modelo 59,Ropa y Calzado,Zapatos,BrandF,1467.45,209,4.9
PROD-01195,Zapatos BrandC Modelo 99,Ropa y Calzado,Zapatos,BrandC,1028.54,157,3.6
PROD-01196,Gimnasio BrandB Modelo 58,Deportes,Gimnasio,BrandB,150.53,334,4.8
