ID_Producto,Nombre,Categoria,Precio_MXN,Stock
1259,Ultra Camiseta 8193,Belleza,13022.89,20
1260,Eco TV 9896,Libros,12006.35,194
1261,Max Cámara 1487,Deportes,8753.19,491
1262,Eco TV 9006,Libros,10620.15,51
1263,Ultra Silla 2924,Alimentos,3793.29,438
1264,Ultra Zapatos 7393,Ferretería,9385.43,499
1265,Mega Cámara 6307,Deportes,6967.64,308
1266,Lite Mochila 387,Ferretería,6569.63,333
1267,Mega TV 3598,Alimentos,13702.9,426
1268,Eco Camiseta 5600,Electrónica,4874.56,201
1269,Ultra Mochila 2776,Belleza,3760.85,299
1270,Ultra Zapatos 2258,Juguetes,4692.84,166
1271,Eco Silla 4087,Ropa,249.44,202
1272,Smart Zapatos 2399,Libros,8882.9,498
1273,Super Zapatos 1814,Electrónica,756.6,272
1274,Lite TV 288,Libros,4360.93,376
1275,Smart Monitor 9270,Electrónica,125.86,372
1276,Pro Cámara 8986,Electrónica,12176.05,25
1277,Pro Mesa 7791,Hogar,991.34,222
1278,Max Monitor 1484,Hogar,685.53,71
1279,Ultra Cámara 4827,Hogar,10711.07,333
1280,Lite Zapatos 4938,Juguetes,1359.35,444
1281,Eco TV 5542,Hogar,9678.78,245
1282,Lite Silla 5441,Ropa,7896.07,265
1283,Mega Mochila 1619,Juguetes,4129.19,197
1284,Super Reloj 4083,Ropa,13416.49,51
1285,Ultra Reloj 4987,Libros,3532.33,497
1286,Super Camiseta 9192,Electrónica,1972.23,215
1287,Pro Monitor 6251,Juguetes,9723.89,55
1288,Smart Reloj 9053,Belleza,9055.27,85
1289,Pro Silla 9621,Libros,3671.04,148
1290,Ultra Zapatos 9269,Libros,3183.82,464
1291,Super Zapatos 8646,Belleza,5158.64,69
1292,Super TV 4362,Deportes,8676.01,93
1293,Mega Camiseta 7946,Deportes,79.54,279
1294,Super TV 4975,Belleza,8088.57,440
1295,Pro TV 8603,Ropa,10435.02,130
1296,Lite Mesa 8185,Electrónica,13022.2,52
1297,Mega Camiseta 2467,Libros,2431.14,165
1298,Ultra Laptop 2735,Belleza,3702.66,101
1299,Pro Camiseta 9752,Belleza,12699.63,294
1300,Smart Mochila 6968,Deportes,1122.9,32
1301,Lite TV 4678,Juguetes,5333.71,396
1302,Smart Monitor 1263,Ferretería,2804.79,99
1303,Smart Zapatos 2081,Juguetes,6541.07,474
1304,Max Reloj 2801,Ferretería,2066.36,101
1305,Ultra Monitor 9480,Libros,4342.9,217
1306,Super Monitor 1389,Libros,11234.92,348
1307,Eco TV 8037,Libros,5673.44,495
1308,Super Mochila 7926,Ferretería,6260.94,10
1309,Smart Cámara 1432,Hogar,5628.51,61
1310,Super Laptop 5851,Ferretería,3912.09,290
1311,Pro Silla 1249,Deportes,6498.31,460
1312,Mega Zapatos 3777,Hogar,14666.9,48
1313,Super TV 5915,Electrónica,4653.59,208
1314,Eco Laptop 6117,Alimentos,9518.49,185
1315,Smart Mochila 6667,Libros,11082.56,487
1316,Pro Mochila 3643,Juguetes,13197.09,208
1317,Smart Reloj 3410,Ropa,13477.97,146
1318,Lite Mesa 5727,Hogar,2067.82,37
1319,Pro Silla 5229,Hogar,12813.74,21
1320,Lite Zapatos 4796,Ferretería,14650.71,488
1321,Super Reloj 3065,Ferretería,8599.42,139
1322,Super Silla 8490,Deportes,11939.22,0
1323,Eco Silla 2415,Ropa,7894.12,106
1324,Ultra Mesa 8593,Hogar,1853.42,300
1325,Super Cámara 9885,Hogar,2236.71,295
1326,Ultra Monitor 1029,Deportes,13591.43,43
1327,Smart Cámara 3331,Ferretería,9181.69,224
1328,Mega TV 9588,Deportes,4964.06,388
1329,Max Monitor 9371,Hogar,11917.0,244
1330,Super TV 2283,Deportes,12057.77,99
1331,Mega Mochila 544,Alimentos,3060.26,463
1332,Mega Monitor 523,Hogar,7028.45,369
1333,Mega Monitor 2365,Belleza,9615.76,168
1334,Max TV 9811,Hogar,11666.48,129
1335,Smart Mesa 5805,Belleza,297.27,425
1336,Smart Monitor 511,Juguetes,14421.09,402
1337,Lite Mesa 5946,Libros,9855.91,186
1338,Mega Laptop 9455,Electrónica,3822.28,144
1339,Lite Mesa 2660,Alimentos,14284.39,44
1340,Mega Zapatos 163,Electrónica,12315.03,11
1341,Lite Mesa 8615,Belleza,7928.62,73
1342,Super Zapatos 4982,Alimentos,2505.09,184
1343,Lite TV 2475,Belleza,2546.69,4
1344,Lite Camiseta 7747,Electrónica,6993.55,108
1345,Max Monitor 3777,Juguetes,5396.7,181
1346,Smart Monitor 6243,Hogar,13946.3,200
1347,Max Cámara 5085,Deportes,13197.98,351
1348,Pro Silla 6133,Ropa,445.86,287
1349,Pro Reloj 6683,Alimentos,11790.84,303
1350,Mega Reloj 2443,Deportes,10565.81,384
1351,Max Monitor 1359,Alimentos,12803.41,317
1352,Super Mesa 7916,Juguetes,9503.2,369
1353,Eco Mesa 2309,Libros,9452.51,65
1354,Pro Zapatos 9674,Juguetes,4825.09,337
1355,Ultra TV 5990,Ferretería,14330.49,356
1356,Lite Zapatos 5025,Juguetes,12243.19,135
1357,Super Monitor 4906,Ropa,9187.95,321
1358,Pro Zapatos 9973,Ferretería,7881.7,263
1359,Lite Mochila 4279,Hogar,6944.88,125
1360,Max Monitor 3327,Libros,6491.43,357
1361,Max TV 4356,Ferretería,11606.28,251
1362,Ultra TV 9211,Ferretería,2836.93,167
1363,Mega Cámara 1168,Deportes,3260.93,360
1364,Max Monitor 549,Juguetes,271.54,134
1365,Super Monitor 2262,Electrónica,7141.18,17
1366,Pro Camiseta 9067,Hogar,14045.0,474
1367,Pro Monitor 2413,Libros,14537.48,402
1368,Max TV 2077,Libros,1935.64,367
1369,Max Mesa 8147,Juguetes,4088.61,254
1370,Ultra Mochila 9339,Juguetes,1887.98,143
1371,Lite Mesa 4556,Hogar,3287.82,402
1372,Lite Cámara 3648,Juguetes,3601.53,427
1373,Eco Cámara 6799,Belleza,14154.37,132
1374,Super Cámara 3835,Ropa,11190.96,379
1375,Lite Mochila 9784,Juguetes,3567.75,74
1376,Mega Cámara 7894,Libros,6402.84,456
1377,Max Monitor 4115,Libros,13864.07,304
1378,Mega Mesa 3899,Deportes,12361.43,438
1379,Lite Monitor 8617,Electrónica,2824.33,365
1380,Eco Mochila 7788,Ropa,13094.47,83
1381,Smart Silla 4950,Ropa,14726.31,52
1382,Super Laptop 4310,Belleza,10492.05,188
1383,Pro Monitor 3165,Belleza,3599.24,141
1384,Pro Silla 684,Ferretería,3807.14,434
1385,Eco Mesa 2649,Ropa,6229.89,258
1386,Smart Cámara 8642,Belleza,14979.73,6
1387,Super Mesa 9264,Alimentos,9817.37,34
1388,Pro Monitor 7093,Alimentos,2902.32,261
1389,Eco Laptop 759,Electrónica,13628.19,316
1390,Smart Monitor 6446,Ropa,2407.07,372
1391,Smart Camiseta 788,Alimentos,13982.5,233
1392,Max TV 3263,Ferretería,1080.85,233
1393,Super Silla 8955,Libros,6613.82,54
1394,Super Cámara 3208,Alimentos,7305.31,457
1395,Lite Silla 8549,Alimentos,7060.32,331
1396,Max Camiseta 4733,Belleza,13577.53,315
1397,Ultra Cámara 9991,Alimentos,767.91,420
1398,Smart Mochila 8715,Ferretería,6589.38,337
1399,Super Silla 5357,Alimentos,1848.1,1
1400,Lite Monitor 8462,Deportes,4729.12,443
1401,Super Reloj 2840,Belleza,2796.84,31
1402,Super Cámara 4553,Ferretería,2646.63,227
1403,Smart Laptop 8473,Belleza,13797.54,242
1404,Ultra Monitor 4650,Hogar,8702.13,488
1405,Ultra Silla 8522,Belleza,7014.89,234
1406,Eco Silla 8346,Juguetes,8918.49,57
1407,Ultra Cámara 7881,Hogar,2555.85,208
1408,Pro TV 1146,Hogar,12011.3,46
1409,Ultra Camiseta 5441,Ropa,957.28,374
1410,Smart Monitor 9159,Hogar,2428.66,273
1411,Smart Reloj 6828,Ferretería,1250.97,323
1412,Pro Monitor 4182,Deportes,8562.63,89
1413,Mega Cámara 5928,Libros,2947.06,443
1414,Super Mochila 6424,Electrónica,4229.94,181
1415,Eco Monitor 1852,Electrónica,11301.58,86
1416,Smart Laptop 6430,Deportes,11723.14,114
1417,Super Mochila 1599,Ferretería,1130.05,195
1418,Smart Mochila 664,Belleza,10296.55,214
1419,Super Zapatos 4493,Juguetes,994.43,446
1420,Pro Laptop 8410,Juguetes,11396.95,321
1421,Lite Camiseta 6807,Libros,6810.54,257
1422,Max Silla 5583,Belleza,9044.42,261
1423,Lite Monitor 2366,Libros,5617.23,265
1424,Pro Zapatos 1530,Deportes,11310.4,153
1425,Max Monitor 330,Ropa,12540.14,266
1426,Mega Silla 830,Electrónica,5531.18,82
1427,Lite Mesa 6531,Hogar,11471.81,351
1428,Smart Silla 3013,Alimentos,7156.54,60
1429,Lite Silla 7698,Electrónica,2284.69,346
1430,Smart Laptop 5200,Juguetes,10689.33,66
1431,Eco Mochila 9510,Hogar,4185.4,498
1432,Eco Mesa 212,Deportes,4939.84,61
1433,Super Mochila 9496,Libros,11656.67,423
1434,Smart Mochila 7010,Hogar,1750.28,228
1435,Max Silla 8145,Alimentos,1735.02,289
1436,Pro Zapatos 1169,Belleza,13710.92,489
1437,Eco Mesa 4854,Ropa,13116.44,59
1438,Lite Cámara 3835,Belleza,11124.88,261
1439,Ultra Laptop 3699,Electrónica,14309.48,99
1440,Smart Cámara 9237,Hogar,11852.27,130
1441,Pro Laptop 4593,Ferretería,12595.92,19
1442,Eco Mesa 1072,Ropa,7498.24,260
1443,Max Silla 7576,Alimentos,6246.25,493
1444,Smart Silla 6887,Belleza,1126.67,49
1445,Super Reloj 9912,Belleza,11729.93,87
1446,Pro Reloj 1050,Deportes,2530.54,436
1447,Lite Camiseta 3849,Juguetes,2029.84,81
1448,Eco Camiseta 7078,Hogar,655.96,485
1449,Smart Laptop 8212,Libros,6345.79,235
1450,Eco Silla 3097,Hogar,13970.42,294
1451,Lite Zapatos 9781,Belleza,2863.95,304
1452,Ultra Mesa 3676,Ropa,5381.97,76
1453,Ultra Cámara 8832,Ropa,1384.61,423
1454,Eco TV 3483,Hogar,11546.84,460
1455,Max Zapatos 9752,Ropa,1687.16,364
1456,Eco Camiseta 3663,Hogar,6853.1,198
1457,Smart TV 7374,Juguetes,14506.08,280
1458,Eco Laptop 8424,Alimentos,6940.45,108
1459,Super Monitor 7574,Hogar,3967.75,43
1460,Smart Camiseta 9236,Electrónica,5936.05,1
1461,Pro Zapatos 9321,Juguetes,10650.67,219
1462,Super Cámara 8964,Deportes,3847.82,68
1463,Mega Mesa 4690,Ferretería,5108.77,355
1464,Super TV 5587,Juguetes,13557.2,313
1465,Pro Monitor 8517,Hogar,5568.89,311
1466,Mega Zapatos 7655,Deportes,14618.29,274
1467,Ultra Monitor 5084,Deportes,4765.98,13
1468,Super Laptop 1798,Juguetes,11375.6,166
1469,Super Silla 3687,Hogar,8009.83,397
1470,Super Mochila 5695,Ropa,12396.37,129
1471,Mega Mochila 9127,Alimentos,13572.53,346
1472,Smart Camiseta 294,Deportes,1904.96,186
1473,Lite Silla 5803,Libros,5155.12,156
1474,Super Reloj 7417,Ferretería,13694.55,307
1475,Lite Monitor 6737,Alimentos,7985.06,365
1476,Smart Laptop 4356,Ropa,6454.49,460
1477,Ultra Cámara 6971,Hogar,513.37,282
1478,Ultra Cámara 2824,Belleza,1250.08,206
1479,Max TV 9263,Ropa,10013.07,225
1480,Ultra Camiseta 3484,Libros,4306.98,397
1481,Max TV 5983,Ropa,6224.21,18
1482,Pro Laptop 4202,Hogar,8887.02,128
1483,Eco Mochila 1475,Electrónica,11784.58,136
1484,Smart TV 2619,Juguetes,9299.08,162
1485,Lite Mochila 1983,Ropa,12901.99,220
1486,Ultra Mochila 551,Electrónica,7385.5,117
1487,Mega TV 2322,Belleza,1714.98,440
1488,Smart Camiseta 8143,Electrónica,13868.93,236
1489,Pro Monitor 2058,Juguetes,12356.91,226
1490,Mega Cámara 8163,Alimentos,7304.56,72
1491,Max Cámara 7901,Electrónica,7892.28,456
1492,Smart Monitor 4975,Ropa,8242.05,347
1493,Lite Laptop 7620,Alimentos,8628.64,162
1494,Ultra Mesa 7271,Ferretería,5863.6,201
1495,Smart Laptop 6933,Juguetes,13840.26,120
1496,Lite Silla 2587,Ferretería,3263.35,103
1497,Pro Mesa 9944,Alimentos,4850.46,334
1498,Mega Silla 8595,Ropa,4999.79,137
1499,Pro Mochila 7572,Electrónica,12021.37,38
1500,Lite Mochila 4397,Juguetes,6666.89,408
1501,Eco Monitor 685,Libros,13962.05,161
1502,Pro Monitor 7472,Electrónica,4142.05,67
1503,Eco Mochila 7531,Deportes,13498.13,178
1504,Eco Zapatos 6742,Deportes,5878.03,485
1505,Lite Laptop 7234,Ropa,890.57,495
1506,Smart Camiseta 7024,Alimentos,13954.61,456
1507,Mega TV 9136,Belleza,576.95,244
1508,Lite Mesa 7465,Ropa,9580.37,469
1509,Smart Laptop 4139,Ropa,9254.64,171
1510,Eco Cámara 249,Ropa,5751.7,367
1511,Lite Mesa 2722,Ferretería,9331.57,69
1512,Smart Mesa 6775,Electrónica,14347.23,486
1513,Ultra Reloj 5864,Alimentos,1195.0,247
1514,Super Laptop 6124,Electrónica,1772.63,88
1515,Ultra Laptop 869,Alimentos,7631.03,124
1516,Pro Monitor 7897,Libros,7870.97,49
1517,Lite TV 908,Hogar,13323.24,338
1518,Super Laptop 873,Ropa,4879.9,267
1519,Pro Monitor 7069,Juguetes,14316.06,490
1520,Smart Monitor 6020,Deportes,2025.4,324
1521,Lite Zapatos 2853,Ferretería,12482.64,198
1522,Max Mochila 9104,Belleza,8867.28,382
1523,Max Zapatos 9595,Juguetes,8756.21,87
1524,Ultra Cámara 9925,Alimentos,10285.31,84
1525,Pro Monitor 7512,Hogar,3495.92,184
1526,Smart Cámara 6739,Deportes,1158.02,173
1527,Pro Mesa 4138,Ferretería,6982.38,399
1528,Eco Cámara 9429,Libros,3899.75,88
1529,Super Zapatos 2794,Deportes,9357.18,248
1530,Mega Mesa 4817,Hogar,8713.61,38
1531,Lite Zapatos 9468,Belleza,5289.6,167
1532,Eco TV 8780,Deportes,5777.78,296
1533,Super Cámara 5566,Ferretería,10051.81,470
1534,Lite Cámara 7476,Deportes,7778.19,111
1535,Pro Camiseta 7049,Electrónica,5017.54,446
1536,Pro Reloj 4240,Hogar,11918.2,33
1537,Max Cámara 7974,Electrónica,4303.3,284
1538,Lite Zapatos 5475,Belleza,12198.29,364
1539,Lite Monitor 7098,Libros,4251.48,328
1540,Pro Silla 3620,Ropa,8666.61,206
1541,Smart Mochila 7916,Ropa,14130.87,125
1542,Ultra Silla 2396,Electrónica,9238.22,497
1543,Super Reloj 3664,Libros,2339.61,280
1544,Ultra Mochila 4211,Ferretería,10043.38,432
1545,Max Reloj 3407,Belleza,10312.45,273
1546,Lite Mochila 9101,Hogar,922.12,296
1547,Ultra Laptop 5687,Juguetes,7738.58,272
1548,Super Zapatos 6980,Electrónica,616.91,65
1549,Lite Laptop 2349,Juguetes,6192.71,160
1550,Eco Reloj 6136,Libros,7146.3,10
1551,Smart Cámara 7741,Hogar,11858.06,367
1552,Ultra Reloj 1493,Ropa,13090.92,490
1553,Ultra Zapatos 6690,Belleza,12154.3,415
1554,Super Laptop 765,Hogar,916.15,263
1555,Eco Camiseta 397,Electrónica,4225.44,271
1556,Smart Mesa 5321,Ropa,7723.44,417
1557,Mega Laptop 7431,Hogar,14530.03,106
1558,Max Mochila 6273,Alimentos,411.79,217
1559,Mega Zapatos 4260,Libros,6750.4,313
1560,Lite Laptop 1367,Alimentos,5274.32,217
1561,Pro Silla 7362,Libros,9268.77,394
1562,Ultra Reloj 6707,Alimentos,7438.94,331
1563,Pro Silla 7660,Libros,369.59,499
1564,Lite Camiseta 4199,Electrónica,1106.93,370
1565,Ultra Zapatos 1418,Belleza,4093.44,142
1566,Lite Camiseta 4688,Deportes,2063.88,193
1567,Mega Camiseta 1473,Juguetes,1314.64,229
1568,Lite Camiseta 2683,Deportes,11016.22,433
1569,Mega Monitor 3593,Ferretería,8740.56,8
1570,Lite Reloj 5545,Ropa,14111.73,397
1571,Ultra Monitor 6915,Alimentos,8437.01,272
1572,Lite Monitor 7625,Deportes,10184.27,281
1573,Pro Reloj 3233,Hogar,10898.13,464
1574,Pro Cámara 4000,Ropa,2776.31,78
1575,Pro Reloj 970,Ferretería,14535.09,450
1576,Super Monitor 7011,Belleza,1469.72,120
1577,Eco Zapatos 877,Ferretería,14050.13,64
1578,Mega TV 2543,Hogar,4435.45,475
1579,Pro TV 9925,Belleza,13893.36,450
1580,Mega Zapatos 7237,Alimentos,14499.4,124
1581,Pro Cámara 4572,Libros,5159.79,180
1582,Mega Zapatos 9228,Deportes,10134.88,193
1583,Eco Camiseta 9326,Belleza,1168.24,76
1584,Super Cámara 1386,Hogar,9257.07,438
1585,Pro Laptop 8255,Juguetes,5909.86,112
1586,Smart Mochila 6744,Deportes,2189.84,153
1587,Smart TV 379,Juguetes,3174.69,386
1588,Mega Laptop 6174,Belleza,13972.96,173
1589,Lite Camiseta 9914,Deportes,10660.2,439
1590,Max TV 2876,Hogar,1764.57,263
1591,Mega Cámara 9546,Hogar,8065.66,32
1592,Lite Laptop 9707,Ferretería,758.57,383
1593,Super Silla 2901,Belleza,6907.31,339
1594,Mega Mesa 8583,Juguetes,7537.4,326
1595,Mega Laptop 8720,Belleza,10502.29,328
1596,Max Silla 3050,Ropa,8559.73,81
1597,Eco Camiseta 7097,Juguetes,4886.41,345
1598,Mega TV 7811,Belleza,9510.01,38
1599,Super Zapatos 1414,Ferretería,11821.31,229
1600,Pro Camiseta 1966,Hogar,12444.33,320
1601,Eco TV 7656,Alimentos,6201.59,370
1602,Smart Silla 9629,Electrónica,14067.22,253
1603,Eco Camiseta 7716,Ferretería,2800.69,279
1604,Max Monitor 1164,Electrónica,14027.53,382
1605,Smart Reloj 6378,Electrónica,14140.49,75
1606,Ultra Silla 1443,Ropa,8416.55,304
1607,Eco Silla 4622,Belleza,9118.18,359
1608,Ultra Reloj 9091,Deportes,3045.51,84
1609,Mega Silla 1129,Hogar,1283.87,335
1610,Ultra Silla 2994,Deportes,570.2,235
1611,Ultra Reloj 7507,Juguetes,13219.25,142
1612,Ultra Cámara 1707,Electrónica,14860.96,466
1613,Lite TV 6961,Ferretería,11508.47,305
1614,Pro Reloj 7476,Juguetes,4702.43,3
1615,Super Monitor 4215,Electrónica,294.88,281
1616,Eco Silla 6903,Alimentos,13096.32,425
1617,Lite Mochila 4825,Deportes,123.21,459
1618,Super Mesa 3873,Hogar,5533.94,115
1619,Ultra Mochila 1807,Ferretería,10122.67,244
1620,Lite Silla 884,Libros,10911.82,463
1621,Pro TV 6787,Ropa,11676.45,246
1622,Lite Camiseta 3255,Alimentos,1675.61,276
1623,Pro Reloj 6655,Deportes,9890.14,440
1624,Pro Reloj 3141,Ropa,9739.15,293
1625,Mega Camiseta 3971,Electrónica,14874.08,24
1626,Eco Camiseta 8732,Ropa,14843.37,277
1627,Mega Monitor 7921,Juguetes,13957.59,1
1628,Lite TV 7140,Ropa,146.05,333
1629,Super Monitor 8750,Ferretería,8392.46,353
1630,Pro Mesa 7636,Belleza,5178.84,386
1631,Eco Mochila 3001,Alimentos,11570.28,345
1632,Max Monitor 348,Deportes,6317.45,459
1633,Super Mochila 5962,Ropa,508.72,232
1634,Smart Mesa 6028,Alimentos,10010.21,165
1635,Mega Cámara 9591,Belleza,14472.73,369
1636,Pro Camiseta 3237,Libros,12745.21,33
1637,Pro Cámara 5392,Electrónica,6941.98,382
1638,Max Zapatos 3701,Libros,12123.79,442
1639,Smart Cámara 5295,Belleza,11283.3,306
1640,Max Reloj 7958,Deportes,6797.88,294
1641,Super Cámara 9335,Ropa,6493.07,35
1642,Mega Mochila 9992,Electrónica,3489.86,403
1643,Max Zapatos 6826,Alimentos,159.22,335
1644,Super Laptop 6914,Juguetes,4801.03,497
1645,Super TV 4876,Deportes,14184.78,343
1646,Max Camiseta 2026,Ferretería,11032.01,481
1647,Lite Mesa 4764,Hogar,6863.59,108
1648,Eco Mesa 5071,Ferretería,5938.27,338
1649,Pro Reloj 9714,Hogar,7511.64,362
1650,Mega Laptop 256,Libros,8358.92,37
1651,Ultra Camiseta 6639,Juguetes,1287.7,245
1652,Max Reloj 6262,Libros,14878.27,395
1653,Mega Mesa 7640,Libros,2691.6,416
1654,Eco Laptop 924,Libros,11182.24,219
1655,Eco Laptop 2138,Libros,6919.07,127
1656,Lite Camiseta 3542,Libros,10671.57,57
1657,Smart Zapatos 3600,Alimentos,4682.26,343
1658,Max Laptop 6957,Hogar,14674.14,18
1659,Ultra Silla 7087,Ropa,10551.04,423
1660,Smart Laptop 2767,Alimentos,13040.33,97
1661,Ultra Mochila 5188,Hogar,14445.14,179
1662,Mega Reloj 7904,Ferretería,11218.31,23
1663,Smart Mochila 9159,Electrónica,3430.77,346
1664,Smart Camiseta 8787,Libros,7059.6,58
1665,Mega Laptop 2244,Juguetes,3337.41,281
1666,Lite Monitor 8087,Ferretería,7743.03,258
1667,Pro Camiseta 4615,Ropa,3290.31,404
1668,Max Cámara 8257,Belleza,13303.07,410
1669,Ultra TV 2903,Belleza,4436.91,487
1670,Pro Mochila 9992,Juguetes,11095.22,463
1671,Smart Camiseta 3742,Ropa,5540.66,450
1672,Pro TV 1987,Juguetes,14183.12,247
1673,Lite Mochila 5378,Electrónica,3249.65,377
1674,Eco TV 2129,Ropa,5781.81,127
1675,Ultra Laptop 3754,Belleza,8696.31,369
1676,Pro Zapatos 1819,Electrónica,6584.95,283
1677,Super Mesa 8597,Electrónica,3092.7,196
1678,Pro Monitor 6911,Alimentos,4762.13,309
1679,Ultra Camiseta 407,Juguetes,12408.1,89
1680,Pro Mochila 5987,Deportes,10884.41,193
1681,Max Zapatos 9821,Deportes,8038.71,420
1682,Super Mesa 149,Alimentos,5351.57,204
1683,Lite Zapatos 5746,Alimentos,1073.75,122
1684,Eco Silla 7793,Alimentos,9554.12,152
1685,Smart Cámara 4530,Libros,7281.56,267
1686,Max Mochila 6907,Deportes,10077.49,252
1687,Smart TV 5797,Juguetes,4126.17,399
1688,Mega Mesa 1627,Juguetes,121.78,257
1689,Smart TV 3559,Belleza,11168.17,259
1690,Smart Mesa 5848,Deportes,11478.46,126
1691,Smart Mochila 556,Electrónica,7888.62,315
1692,Ultra Monitor 182,Deportes,2623.18,492
1693,Eco Mesa 8030,Belleza,1088.13,404
1694,Eco Camiseta 3001,Ropa,1308.66,62
1695,Smart Mesa 3301,Juguetes,10975.89,149
1696,Eco Monitor 7701,Deportes,3165.6,350
1697,Super Reloj 7673,Electrónica,306.55,243
1698,Lite Cámara 4342,Ferretería,5403.95,339
1699,Lite Zapatos 5875,Electrónica,799.74,440
1700,Smart Laptop 5324,Deportes,3482.09,5
1701,Smart Monitor 2332,Deportes,3432.65,372
1702,Lite Monitor 5828,Juguetes,13926.46,160
1703,Smart Zapatos 4151,Libros,3846.97,366
1704,Lite Silla 6453,Ferretería,9522.34,474
1705,Eco Silla 8835,Juguetes,14263.3,13
1706,Mega Laptop 5979,Ropa,2437.76,493
1707,Pro Cámara 8976,Libros,5351.02,491
1708,Lite Camiseta 6855,Deportes,6871.32,353
1709,Super Mesa 8264,Belleza,3254.48,430
1710,Super Mesa 1531,Alimentos,4481.77,23
1711,Super Reloj 4529,Deportes,1746.29,454
1712,Lite Camiseta 6909,Belleza,7764.88,322
1713,Eco Mochila 6057,Ferretería,13331.49,82
1714,Eco Silla 903,Ferretería,13402.39,384
1715,Max Laptop 9371,Hogar,9028.2,222
1716,Pro Mochila 1082,Libros,12216.39,105
1717,Smart Silla 5155,Ferretería,6709.19,241
1718,Mega Laptop 5787,Belleza,8290.52,381
1719,Ultra Laptop 4302,Alimentos,14692.42,483
1720,Eco Zapatos 2077,Ferretería,12579.82,57
1721,Eco Mochila 1235,Belleza,9895.06,204
1722,Pro Monitor 4965,Electrónica,7907.56,424
1723,Smart TV 4799,Deportes,8370.79,144
1724,Lite Silla 5047,Hogar,1439.79,241
1725,Super Silla 5843,Hogar,2166.95,354
1726,Ultra Silla 7686,Libros,5736.62,484
1727,Mega Laptop 3611,Alimentos,10898.04,342
1728,Lite Laptop 6651,Electrónica,3763.07,31
1729,Max Cámara 9242,Juguetes,13625.52,343
1730,Ultra Laptop 1946,Hogar,1184.35,77
1731,Smart Mochila 1081,Ropa,6726.99,74
1732,Eco Zapatos 3998,Hogar,13710.56,19
1733,Eco Mochila 3134,Deportes,476.2,328
1734,Smart Zapatos 9149,Alimentos,852.98,269
1735,Max Mochila 3823,Juguetes,4558.9,203
1736,Lite Laptop 6797,Alimentos,2548.36,205
1737,Mega Zapatos 4082,Hogar,1545.11,443
1738,Smart Mesa 7456,Libros,13619.96,142
1739,Mega Reloj 1604,Juguetes,7424.51,472
1740,Smart Laptop 8121,Deportes,13395.23,186
1741,Lite Mesa 5303,Ropa,7987.22,263
1742,Lite Mesa 7718,Ropa,7054.79,369
1743,Mega Zapatos 7521,Electrónica,7032.74,135
1744,Mega Mesa 3413,Libros,3895.46,59
1745,Smart Reloj 4581,Juguetes,11229.54,455
1746,Super Silla 6096,Ropa,7317.11,128
1747,Ultra Zapatos 5982,Electrónica,1560.16,441
1748,Smart Zapatos 6247,Deportes,14236.14,379
1749,Eco Cámara 166,Ferretería,13169.76,452
1750,Max Monitor 8781,Hogar,14582.71,194
1751,Mega Reloj 7007,Electrónica,14632.19,153
1752,Smart Reloj 5888,Ropa,6097.16,96
1753,Eco Cámara 7112,Ferretería,4326.7,400
1754,Ultra Silla 8566,Ropa,3826.23,100
1755,Lite Zapatos 6022,Belleza,8749.1,118
1756,Lite Silla 4129,Alimentos,11806.04,242
1757,Ultra Silla 3254,Juguetes,11325.42,458
1758,Ultra Zapatos 9095,Hogar,9471.75,448
1759,Super Silla 7157,Libros,4055.52,268
1760,Lite Silla 9253,Electrónica,9270.97,39
1761,Smart Mesa 3001,Libros,11991.29,348
1762,Smart Mochila 8238,Libros,10442.12,249
1763,Smart TV 1342,Ropa,14951.72,147
1764,Smart Silla 2912,Libros,8049.39,394
1765,Smart Zapatos 805,Alimentos,11081.87,462
1766,Super Laptop 4260,Hogar,10826.34,336
1767,Mega Laptop 6714,Belleza,5103.5,372
1768,Mega Mesa 2940,Ropa,4671.59,489
1769,Max Laptop 9194,Alimentos,12933.87,108
1770,Eco Monitor 5695,Libros,6884.96,263
1771,Smart Zapatos 4207,Deportes,13215.38,214
1772,Super Cámara 3171,Deportes,14884.63,262
1773,Lite Reloj 2090,Hogar,12365.59,388
1774,Max Cámara 9049,Alimentos,4598.87,388
1775,Ultra Mesa 3268,Electrónica,2385.0,234
1776,Mega Cámara 8965,Ropa,8635.42,287
1777,Lite Reloj 828,Juguetes,9598.3,452
1778,Smart Mesa 1200,Ropa,13994.04,124
1779,Lite Mesa 5119,Belleza,12784.8,74
1780,Super Silla 8633,Hogar,2991.42,486
1781,Max TV 3063,Electrónica,8286.39,338
1782,Smart Monitor 4343,Juguetes,3077.33,62
1783,Mega Mesa 8419,Belleza,5003.62,493
1784,Max Monitor 5831,Ropa,7185.3,63
1785,Ultra Mochila 5310,Libros,8884.62,183
1786,Eco Monitor 4712,Electrónica,2480.36,437
1787,Max Mochila 3411,Juguetes,11187.09,96
1788,Lite Cámara 8579,Hogar,5592.66,39
1789,Super Silla 9612,Deportes,12463.16,26
1790,Smart Mochila 5819,Juguetes,1588.27,161
1791,Smart Camiseta 9080,Electrónica,10705.19,295
1792,Mega Cámara 4246,Alimentos,4146.18,8
1793,Ultra Mochila 5146,Ferretería,758.25,280
1794,Pro Monitor 3391,Libros,11537.5,333
1795,Smart Monitor 5940,Deportes,6348.98,417
1796,Super Cámara 3802,Deportes,7652.29,101
